# Young-Laplace-Residuum (gamma*kappa - delta_p) * a / gamma, ausgewertet
# ALLEIN aus den Knotenkoordinaten: Tangentenwinkel aus den Sehnen,
# Meridiankruemmung aus deren Drehung.  Teilt keinen Code mit dem Loeser.
variant,Pi,s_m,s_over_arclength,residual
pi+1.98,1.980000000e+00,3.041766886e-06,4.213867102e-01,2.010226037e-08
pi+1.98,1.980000000e+00,3.045291529e-06,4.218749914e-01,2.012115935e-08
pi+1.98,1.980000000e+00,3.048816172e-06,4.223632727e-01,2.003671679e-08
pi+1.98,1.980000000e+00,3.052340815e-06,4.228515539e-01,2.022702655e-08
pi+1.98,1.980000000e+00,3.055865458e-06,4.233398352e-01,1.997034099e-08
pi+1.98,1.980000000e+00,3.059390101e-06,4.238281164e-01,2.011864738e-08
pi+1.98,1.980000000e+00,3.062914744e-06,4.243163976e-01,2.014342869e-08
pi+1.98,1.980000000e+00,3.066439387e-06,4.248046789e-01,2.013086600e-08
pi+1.98,1.980000000e+00,3.069964030e-06,4.252929601e-01,1.994105727e-08
pi+1.98,1.980000000e+00,3.073488673e-06,4.257812414e-01,2.026141873e-08
pi+1.98,1.980000000e+00,3.077013316e-06,4.262695226e-01,2.001574811e-08
pi+1.98,1.980000000e+00,3.080537959e-06,4.267578038e-01,2.012705215e-08
pi+1.98,1.980000000e+00,3.084062602e-06,4.272460851e-01,2.003713130e-08
pi+1.98,1.980000000e+00,3.087587245e-06,4.277343663e-01,2.009524439e-08
pi+1.98,1.980000000e+00,3.091111888e-06,4.282226476e-01,2.007773299e-08
pi+1.98,1.980000000e+00,3.094636531e-06,4.287109288e-01,2.001218458e-08
pi+1.98,1.980000000e+00,3.098161174e-06,4.291992100e-01,2.017772429e-08
pi+1.98,1.980000000e+00,3.101685817e-06,4.296874913e-01,2.004179105e-08
pi+1.98,1.980000000e+00,3.105210460e-06,4.301757725e-01,2.021943549e-08
pi+1.98,1.980000000e+00,3.108735103e-06,4.306640538e-01,1.994099771e-08
pi+1.98,1.980000000e+00,3.112259746e-06,4.311523350e-01,2.004125783e-08
pi+1.98,1.980000000e+00,3.115784389e-06,4.316406162e-01,2.028260875e-08
pi+1.98,1.980000000e+00,3.119309032e-06,4.321288975e-01,1.999288036e-08
pi+1.98,1.980000000e+00,3.122833675e-06,4.326171787e-01,2.010437636e-08
pi+1.98,1.980000000e+00,3.126358318e-06,4.331054600e-01,2.008324107e-08
pi+1.98,1.980000000e+00,3.129882961e-06,4.335937412e-01,2.012734633e-08
pi+1.98,1.980000000e+00,3.133407604e-06,4.340820224e-01,2.005951412e-08
pi+1.98,1.980000000e+00,3.136932247e-06,4.345703037e-01,2.011698010e-08
pi+1.98,1.980000000e+00,3.140456890e-06,4.350585849e-01,1.996320467e-08
pi+1.98,1.980000000e+00,3.143981533e-06,4.355468662e-01,2.019188987e-08
pi+1.98,1.980000000e+00,3.147506176e-06,4.360351474e-01,2.012812383e-08
pi+1.98,1.980000000e+00,3.151030819e-06,4.365234286e-01,1.997154023e-08
pi+1.98,1.980000000e+00,3.154555462e-06,4.370117099e-01,2.019283518e-08
pi+1.98,1.980000000e+00,3.158080105e-06,4.374999911e-01,2.006153312e-08
pi+1.98,1.980000000e+00,3.161604748e-06,4.379882724e-01,2.014677893e-08
pi+1.98,1.980000000e+00,3.165129391e-06,4.384765536e-01,2.003367079e-08
pi+1.98,1.980000000e+00,3.168654033e-06,4.389648348e-01,2.017479781e-08
pi+1.98,1.980000000e+00,3.172178676e-06,4.394531161e-01,2.003211580e-08
pi+1.98,1.980000000e+00,3.175703319e-06,4.399413973e-01,2.011980799e-08
pi+1.98,1.980000000e+00,3.179227962e-06,4.404296786e-01,1.999932368e-08
pi+1.98,1.980000000e+00,3.182752605e-06,4.409179598e-01,2.015868607e-08
pi+1.98,1.980000000e+00,3.186277248e-06,4.414062410e-01,1.990963584e-08
pi+1.98,1.980000000e+00,3.189801891e-06,4.418945223e-01,2.018963988e-08
pi+1.98,1.980000000e+00,3.193326534e-06,4.423828035e-01,2.021000049e-08
pi+1.98,1.980000000e+00,3.196851177e-06,4.428710848e-01,1.990679065e-08
pi+1.98,1.980000000e+00,3.200375820e-06,4.433593660e-01,2.038044140e-08
pi+1.98,1.980000000e+00,3.203900463e-06,4.438476472e-01,1.988928006e-08
pi+1.98,1.980000000e+00,3.207425106e-06,4.443359285e-01,2.014612257e-08
pi+1.98,1.980000000e+00,3.210949749e-06,4.448242097e-01,2.005982037e-08
pi+1.98,1.980000000e+00,3.214474392e-06,4.453124910e-01,2.004277218e-08
pi+1.98,1.980000000e+00,3.217999035e-06,4.458007722e-01,2.030332873e-08
pi+1.98,1.980000000e+00,3.221523678e-06,4.462890534e-01,1.985226523e-08
pi+1.98,1.980000000e+00,3.225048321e-06,4.467773347e-01,2.019613633e-08
pi+1.98,1.980000000e+00,3.228572964e-06,4.472656159e-01,2.000144128e-08
pi+1.98,1.980000000e+00,3.232097607e-06,4.477538972e-01,2.005847102e-08
pi+1.98,1.980000000e+00,3.235622250e-06,4.482421784e-01,2.016292770e-08
pi+1.98,1.980000000e+00,3.239146893e-06,4.487304596e-01,2.004167434e-08
pi+1.98,1.980000000e+00,3.242671536e-06,4.492187409e-01,2.020847889e-08
pi+1.98,1.980000000e+00,3.246196179e-06,4.497070221e-01,2.001502655e-08
pi+1.98,1.980000000e+00,3.249720822e-06,4.501953034e-01,2.000789225e-08
pi+1.98,1.980000000e+00,3.253245465e-06,4.506835846e-01,2.022114904e-08
pi+1.98,1.980000000e+00,3.256770108e-06,4.511718658e-01,2.004130330e-08
pi+1.98,1.980000000e+00,3.260294751e-06,4.516601471e-01,2.014956295e-08
pi+1.98,1.980000000e+00,3.263819394e-06,4.521484283e-01,2.006718044e-08
pi+1.98,1.980000000e+00,3.267344037e-06,4.526367096e-01,2.000068551e-08
pi+1.98,1.980000000e+00,3.270868680e-06,4.531249908e-01,2.014969938e-08
pi+1.98,1.980000000e+00,3.274393323e-06,4.536132720e-01,2.007265029e-08
pi+1.98,1.980000000e+00,3.277917966e-06,4.541015533e-01,2.021064719e-08
pi+1.98,1.980000000e+00,3.281442609e-06,4.545898345e-01,1.988088856e-08
pi+1.98,1.980000000e+00,3.284967252e-06,4.550781158e-01,2.030409093e-08
pi+1.98,1.980000000e+00,3.288491895e-06,4.555663970e-01,2.005259150e-08
pi+1.98,1.980000000e+00,3.292016538e-06,4.560546782e-01,1.997363167e-08
pi+1.98,1.980000000e+00,3.295541181e-06,4.565429595e-01,2.013063259e-08
pi+1.98,1.980000000e+00,3.299065824e-06,4.570312407e-01,2.004603469e-08
pi+1.98,1.980000000e+00,3.302590466e-06,4.575195220e-01,2.012605131e-08
pi+1.98,1.980000000e+00,3.306115109e-06,4.580078032e-01,2.009175330e-08
pi+1.98,1.980000000e+00,3.309639752e-06,4.584960844e-01,2.021285855e-08
pi+1.98,1.980000000e+00,3.313164395e-06,4.589843657e-01,1.998054383e-08
pi+1.98,1.980000000e+00,3.316689038e-06,4.594726469e-01,2.002919978e-08
pi+1.98,1.980000000e+00,3.320213681e-06,4.599609282e-01,2.011912788e-08
pi+1.98,1.980000000e+00,3.323738324e-06,4.604492094e-01,2.014641272e-08
pi+1.98,1.980000000e+00,3.327262967e-06,4.609374906e-01,2.006815271e-08
pi+1.98,1.980000000e+00,3.330787610e-06,4.614257719e-01,2.015365165e-08
pi+1.98,1.980000000e+00,3.334312253e-06,4.619140531e-01,2.006026063e-08
pi+1.98,1.980000000e+00,3.337836896e-06,4.624023344e-01,2.011713423e-08
pi+1.98,1.980000000e+00,3.341361539e-06,4.628906156e-01,1.998054181e-08
pi+1.98,1.980000000e+00,3.344886182e-06,4.633788968e-01,2.015882813e-08
pi+1.98,1.980000000e+00,3.348410825e-06,4.638671781e-01,2.002322287e-08
pi+1.98,1.980000000e+00,3.351935468e-06,4.643554593e-01,2.015703208e-08
pi+1.98,1.980000000e+00,3.355460111e-06,4.648437406e-01,2.000661735e-08
pi+1.98,1.980000000e+00,3.358984754e-06,4.653320218e-01,2.000362125e-08
pi+1.98,1.980000000e+00,3.362509397e-06,4.658203030e-01,2.033993388e-08
pi+1.98,1.980000000e+00,3.366034040e-06,4.663085843e-01,1.997208190e-08
pi+1.98,1.980000000e+00,3.369558683e-06,4.667968655e-01,2.029719205e-08
pi+1.98,1.980000000e+00,3.373083326e-06,4.672851468e-01,1.976542056e-08
pi+1.98,1.980000000e+00,3.376607969e-06,4.677734280e-01,2.022208147e-08
pi+1.98,1.980000000e+00,3.380132612e-06,4.682617092e-01,2.030866859e-08
pi+1.98,1.980000000e+00,3.383657255e-06,4.687499905e-01,1.981369903e-08
pi+1.98,1.980000000e+00,3.387181898e-06,4.692382717e-01,2.034081198e-08
pi+1.98,1.980000000e+00,3.390706541e-06,4.697265530e-01,1.980765250e-08
pi+1.98,1.980000000e+00,3.394231184e-06,4.702148342e-01,2.024530095e-08
pi+1.98,1.980000000e+00,3.397755827e-06,4.707031154e-01,2.000040824e-08
pi+1.98,1.980000000e+00,3.401280470e-06,4.711913967e-01,2.014040965e-08
pi+1.98,1.980000000e+00,3.404805113e-06,4.716796779e-01,2.007913305e-08
pi+1.98,1.980000000e+00,3.408329756e-06,4.721679592e-01,2.008382379e-08
pi+1.98,1.980000000e+00,3.411854399e-06,4.726562404e-01,2.020766920e-08
pi+1.98,1.980000000e+00,3.415379042e-06,4.731445216e-01,1.986483034e-08
pi+1.98,1.980000000e+00,3.418903685e-06,4.736328029e-01,2.025193101e-08
pi+1.98,1.980000000e+00,3.422428328e-06,4.741210841e-01,1.995927292e-08
pi+1.98,1.980000000e+00,3.425952971e-06,4.746093654e-01,2.020854731e-08
pi+1.98,1.980000000e+00,3.429477614e-06,4.750976466e-01,1.998947700e-08
pi+1.98,1.980000000e+00,3.433002257e-06,4.755859278e-01,2.028243449e-08
pi+1.98,1.980000000e+00,3.436526899e-06,4.760742091e-01,1.989363597e-08
pi+1.98,1.980000000e+00,3.440051542e-06,4.765624903e-01,2.014261981e-08
pi+1.98,1.980000000e+00,3.443576185e-06,4.770507716e-01,2.015832630e-08
pi+1.98,1.980000000e+00,3.447100828e-06,4.775390528e-01,2.004242528e-08
pi+1.98,1.980000000e+00,3.450625471e-06,4.780273340e-01,1.997562410e-08
pi+1.98,1.980000000e+00,3.454150114e-06,4.785156153e-01,2.022287627e-08
pi+1.98,1.980000000e+00,3.457674757e-06,4.790038965e-01,2.017223996e-08
pi+1.98,1.980000000e+00,3.461199400e-06,4.794921778e-01,2.002896154e-08
pi+1.98,1.980000000e+00,3.464724043e-06,4.799804590e-01,1.992510449e-08
pi+1.98,1.980000000e+00,3.468248686e-06,4.804687402e-01,2.027992373e-08
pi+1.98,1.980000000e+00,3.471773329e-06,4.809570215e-01,1.997882263e-08
pi+1.98,1.980000000e+00,3.475297972e-06,4.814453027e-01,2.023113296e-08
pi+1.98,1.980000000e+00,3.478822615e-06,4.819335840e-01,1.987535312e-08
pi+1.98,1.980000000e+00,3.482347258e-06,4.824218652e-01,2.016604292e-08
pi+1.98,1.980000000e+00,3.485871901e-06,4.829101465e-01,2.015847560e-08
pi+1.98,1.980000000e+00,3.489396544e-06,4.833984277e-01,1.994570012e-08
pi+1.98,1.980000000e+00,3.492921187e-06,4.838867089e-01,2.031551998e-08
pi+1.98,1.980000000e+00,3.496445830e-06,4.843749902e-01,1.989153005e-08
pi+1.98,1.980000000e+00,3.499970473e-06,4.848632714e-01,2.009514539e-08
pi+1.98,1.980000000e+00,3.503495116e-06,4.853515527e-01,2.022831634e-08
pi+1.98,1.980000000e+00,3.507019759e-06,4.858398339e-01,2.018192406e-08
pi+1.98,1.980000000e+00,3.510544402e-06,4.863281151e-01,1.997842704e-08
pi+1.98,1.980000000e+00,3.514069045e-06,4.868163964e-01,2.016315990e-08
pi+1.98,1.980000000e+00,3.517593688e-06,4.873046776e-01,1.988531410e-08
pi+1.98,1.980000000e+00,3.521118331e-06,4.877929589e-01,2.019065400e-08
pi+1.98,1.980000000e+00,3.524642974e-06,4.882812401e-01,2.020708004e-08
pi+1.98,1.980000000e+00,3.528167617e-06,4.887695213e-01,1.999838481e-08
pi+1.98,1.980000000e+00,3.531692260e-06,4.892578026e-01,1.993482079e-08
pi+1.98,1.980000000e+00,3.535216903e-06,4.897460838e-01,2.031963122e-08
pi+1.98,1.980000000e+00,3.538741546e-06,4.902343651e-01,1.993069627e-08
pi+1.98,1.980000000e+00,3.542266189e-06,4.907226463e-01,2.007141120e-08
pi+1.98,1.980000000e+00,3.545790832e-06,4.912109275e-01,2.020021134e-08
pi+1.98,1.980000000e+00,3.549315475e-06,4.916992088e-01,2.015824340e-08
pi+1.98,1.980000000e+00,3.552840118e-06,4.921874900e-01,1.996531703e-08
pi+1.98,1.980000000e+00,3.556364761e-06,4.926757713e-01,2.001092980e-08
pi+1.98,1.980000000e+00,3.559889404e-06,4.931640525e-01,2.020480711e-08
pi+1.98,1.980000000e+00,3.563414047e-06,4.936523337e-01,2.019604940e-08
pi+1.98,1.980000000e+00,3.566938690e-06,4.941406150e-01,1.989412573e-08
pi+1.98,1.980000000e+00,3.570463333e-06,4.946288962e-01,2.020624661e-08
pi+1.98,1.980000000e+00,3.573987975e-06,4.951171775e-01,2.013353371e-08
pi+1.98,1.980000000e+00,3.577512618e-06,4.956054587e-01,2.012143180e-08
pi+1.98,1.980000000e+00,3.581037261e-06,4.960937399e-01,1.991030347e-08
pi+1.98,1.980000000e+00,3.584561904e-06,4.965820212e-01,2.014795443e-08
pi+1.98,1.980000000e+00,3.588086547e-06,4.970703024e-01,2.003850520e-08
pi+1.98,1.980000000e+00,3.591611190e-06,4.975585837e-01,2.017341988e-08
pi+1.98,1.980000000e+00,3.595135833e-06,4.980468649e-01,1.996161627e-08
pi+1.98,1.980000000e+00,3.598660476e-06,4.985351461e-01,2.023050959e-08
pi+1.98,1.980000000e+00,3.602185119e-06,4.990234274e-01,2.007679975e-08
pi+1.98,1.980000000e+00,3.605709762e-06,4.995117086e-01,2.016312811e-08
pi+1.98,1.980000000e+00,3.609234405e-06,4.999999899e-01,1.991392455e-08
pi+1.98,1.980000000e+00,3.612759048e-06,5.004882711e-01,2.017975415e-08
pi+1.98,1.980000000e+00,3.616283691e-06,5.009765523e-01,2.004920786e-08
pi+1.98,1.980000000e+00,3.619808334e-06,5.014648336e-01,2.011530881e-08
pi+1.98,1.980000000e+00,3.623332977e-06,5.019531148e-01,2.017112240e-08
pi+1.98,1.980000000e+00,3.626857620e-06,5.024413961e-01,2.000880657e-08
pi+1.98,1.980000000e+00,3.630382263e-06,5.029296773e-01,2.014171313e-08
pi+1.98,1.980000000e+00,3.633906906e-06,5.034179585e-01,2.007255209e-08
pi+1.98,1.980000000e+00,3.637431549e-06,5.039062398e-01,2.010621064e-08
pi+1.98,1.980000000e+00,3.640956192e-06,5.043945210e-01,1.997043837e-08
pi+1.98,1.980000000e+00,3.644480835e-06,5.048828023e-01,2.012779062e-08
pi+1.98,1.980000000e+00,3.648005478e-06,5.053710835e-01,2.016279167e-08
pi+1.98,1.980000000e+00,3.651530121e-06,5.058593647e-01,2.002420682e-08
pi+1.98,1.980000000e+00,3.655054764e-06,5.063476460e-01,2.019300863e-08
pi+1.98,1.980000000e+00,3.658579407e-06,5.068359272e-01,1.983498000e-08
pi+1.98,1.980000000e+00,3.662104050e-06,5.073242085e-01,2.033977009e-08
pi+1.98,1.980000000e+00,3.665628693e-06,5.078124897e-01,1.999396209e-08
pi+1.98,1.980000000e+00,3.669153336e-06,5.083007709e-01,2.029857803e-08
pi+1.98,1.980000000e+00,3.672677979e-06,5.087890522e-01,1.990943583e-08
pi+1.98,1.980000000e+00,3.676202622e-06,5.092773334e-01,2.009997859e-08
pi+1.98,1.980000000e+00,3.679727265e-06,5.097656147e-01,2.000687410e-08
pi+1.98,1.980000000e+00,3.683251908e-06,5.102538959e-01,2.027981668e-08
pi+1.98,1.980000000e+00,3.686776551e-06,5.107421771e-01,2.005637717e-08
pi+1.98,1.980000000e+00,3.690301194e-06,5.112304584e-01,2.012599336e-08
pi+1.98,1.980000000e+00,3.693825837e-06,5.117187396e-01,1.998029150e-08
pi+1.98,1.980000000e+00,3.697350480e-06,5.122070209e-01,2.016642040e-08
pi+1.98,1.980000000e+00,3.700875123e-06,5.126953021e-01,1.992320461e-08
pi+1.98,1.980000000e+00,3.704399766e-06,5.131835833e-01,2.029051008e-08
pi+1.98,1.980000000e+00,3.707924408e-06,5.136718646e-01,1.991252690e-08
pi+1.98,1.980000000e+00,3.711449051e-06,5.141601458e-01,2.016919717e-08
pi+1.98,1.980000000e+00,3.714973694e-06,5.146484271e-01,1.995907734e-08
pi+1.98,1.980000000e+00,3.718498337e-06,5.151367083e-01,2.029349814e-08
pi+1.98,1.980000000e+00,3.722022980e-06,5.156249895e-01,1.996829583e-08
pi+1.98,1.980000000e+00,3.725547623e-06,5.161132708e-01,2.008477514e-08
pi+1.98,1.980000000e+00,3.729072266e-06,5.166015520e-01,2.005845452e-08
pi+1.98,1.980000000e+00,3.732596909e-06,5.170898333e-01,2.026782785e-08
pi+1.98,1.980000000e+00,3.736121552e-06,5.175781145e-01,2.012726745e-08
pi+1.98,1.980000000e+00,3.739646195e-06,5.180663957e-01,1.976306111e-08
pi+1.98,1.980000000e+00,3.743170838e-06,5.185546770e-01,2.042278562e-08
pi+1.98,1.980000000e+00,3.746695481e-06,5.190429582e-01,1.990702687e-08
pi+1.98,1.980000000e+00,3.750220124e-06,5.195312395e-01,2.020546106e-08
pi+1.98,1.980000000e+00,3.753744767e-06,5.200195207e-01,1.996829181e-08
pi+1.98,1.980000000e+00,3.757269410e-06,5.205078019e-01,2.020928858e-08
pi+1.98,1.980000000e+00,3.760794053e-06,5.209960832e-01,2.007055966e-08
pi+1.98,1.980000000e+00,3.764318696e-06,5.214843644e-01,2.006375615e-08
pi+1.98,1.980000000e+00,3.767843339e-06,5.219726457e-01,2.007285311e-08
pi+1.98,1.980000000e+00,3.771367982e-06,5.224609269e-01,2.011741433e-08
pi+1.98,1.980000000e+00,3.774892625e-06,5.229492081e-01,2.008201728e-08
pi+1.98,1.980000000e+00,3.778417268e-06,5.234374894e-01,2.011889326e-08
pi+1.98,1.980000000e+00,3.781941911e-06,5.239257706e-01,1.997786162e-08
pi+1.98,1.980000000e+00,3.785466554e-06,5.244140519e-01,2.003439316e-08
pi+1.98,1.980000000e+00,3.788991197e-06,5.249023331e-01,2.020675246e-08
pi+1.98,1.980000000e+00,3.792515840e-06,5.253906143e-01,2.011243625e-08
pi+1.98,1.980000000e+00,3.796040483e-06,5.258788956e-01,2.014971145e-08
pi+1.98,1.980000000e+00,3.799565126e-06,5.263671768e-01,2.005427085e-08
pi+1.98,1.980000000e+00,3.803089769e-06,5.268554581e-01,2.000686565e-08
pi+1.98,1.980000000e+00,3.806614412e-06,5.273437393e-01,1.997515728e-08
pi+1.98,1.980000000e+00,3.810139055e-06,5.278320205e-01,2.024684025e-08
pi+1.98,1.980000000e+00,3.813663698e-06,5.283203018e-01,1.995198448e-08
pi+1.98,1.980000000e+00,3.817188341e-06,5.288085830e-01,2.021596492e-08
pi+1.98,1.980000000e+00,3.820712984e-06,5.292968643e-01,2.019129870e-08
pi+1.98,1.980000000e+00,3.824237627e-06,5.297851455e-01,1.988525896e-08
pi+1.98,1.980000000e+00,3.827762270e-06,5.302734267e-01,2.016522397e-08
pi+1.98,1.980000000e+00,3.831286913e-06,5.307617080e-01,2.017786192e-08
pi+1.98,1.980000000e+00,3.834811556e-06,5.312499892e-01,2.006673374e-08
pi+1.98,1.980000000e+00,3.838336199e-06,5.317382705e-01,2.007888073e-08
pi+1.98,1.980000000e+00,3.841860841e-06,5.322265517e-01,2.010311796e-08
pi+1.98,1.980000000e+00,3.845385484e-06,5.327148329e-01,2.002162763e-08
pi+1.98,1.980000000e+00,3.848910127e-06,5.332031142e-01,2.020561398e-08
pi+1.98,1.980000000e+00,3.852434770e-06,5.336913954e-01,1.994875336e-08
pi+1.98,1.980000000e+00,3.855959413e-06,5.341796767e-01,2.009138950e-08
pi+1.98,1.980000000e+00,3.859484056e-06,5.346679579e-01,2.016824462e-08
pi+1.98,1.980000000e+00,3.863008699e-06,5.351562391e-01,2.005560933e-08
pi+1.98,1.980000000e+00,3.866533342e-06,5.356445204e-01,2.012840432e-08
pi+1.98,1.980000000e+00,3.870057985e-06,5.361328016e-01,2.003194154e-08
pi+1.98,1.980000000e+00,3.873582628e-06,5.366210829e-01,2.013953517e-08
pi+1.98,1.980000000e+00,3.877107271e-06,5.371093641e-01,2.008654946e-08
pi+1.98,1.980000000e+00,3.880631914e-06,5.375976453e-01,2.011910454e-08
pi+1.98,1.980000000e+00,3.884156557e-06,5.380859266e-01,2.000932491e-08
pi+1.98,1.980000000e+00,3.887681200e-06,5.385742078e-01,2.012040077e-08
pi+1.98,1.980000000e+00,3.891205843e-06,5.390624891e-01,2.010370993e-08
pi+1.98,1.980000000e+00,3.894730486e-06,5.395507703e-01,1.994835777e-08
pi+1.98,1.980000000e+00,3.898255129e-06,5.400390515e-01,2.028036680e-08
pi+1.98,1.980000000e+00,3.901779772e-06,5.405273328e-01,2.000273711e-08
pi+1.98,1.980000000e+00,3.905304415e-06,5.410156140e-01,2.009926910e-08
pi+1.98,1.980000000e+00,3.908829058e-06,5.415038953e-01,2.007835918e-08
pi+1.98,1.980000000e+00,3.912353701e-06,5.419921765e-01,2.007913869e-08
pi+1.98,1.980000000e+00,3.915878344e-06,5.424804577e-01,2.009056129e-08
pi+1.98,1.980000000e+00,3.919402987e-06,5.429687390e-01,2.024544945e-08
pi+1.98,1.980000000e+00,3.922927630e-06,5.434570202e-01,2.006330825e-08
pi+1.98,1.980000000e+00,3.926452273e-06,5.439453015e-01,2.003032458e-08
pi+1.98,1.980000000e+00,3.929976916e-06,5.444335827e-01,2.002350779e-08
pi+1.98,1.980000000e+00,3.933501559e-06,5.449218639e-01,2.017364806e-08
pi+1.98,1.980000000e+00,3.937026202e-06,5.454101452e-01,1.999459995e-08
pi+1.98,1.980000000e+00,3.940550845e-06,5.458984264e-01,2.021724827e-08
pi+1.98,1.980000000e+00,3.944075488e-06,5.463867077e-01,1.999217208e-08
pi+1.98,1.980000000e+00,3.947600131e-06,5.468749889e-01,2.005188040e-08
pi+1.98,1.980000000e+00,3.951124774e-06,5.473632701e-01,2.015279246e-08
pi+1.98,1.980000000e+00,3.954649417e-06,5.478515514e-01,2.017550810e-08
pi+1.98,1.980000000e+00,3.958174060e-06,5.483398326e-01,2.000154551e-08
pi+1.98,1.980000000e+00,3.961698703e-06,5.488281139e-01,1.999299465e-08
pi+1.98,1.980000000e+00,3.965223346e-06,5.493163951e-01,2.027019616e-08
pi+1.98,1.980000000e+00,3.968747989e-06,5.498046763e-01,2.011055287e-08
pi+1.98,1.980000000e+00,3.972272632e-06,5.502929576e-01,2.011668110e-08
pi+1.98,1.980000000e+00,3.975797274e-06,5.507812388e-01,1.980668385e-08
pi+1.98,1.980000000e+00,3.979321917e-06,5.512695201e-01,2.026303771e-08
pi+1.98,1.980000000e+00,3.982846560e-06,5.517578013e-01,2.004191782e-08
pi+1.98,1.980000000e+00,3.986371203e-06,5.522460825e-01,2.022356121e-08
pi+1.98,1.980000000e+00,3.989895846e-06,5.527343638e-01,1.984555710e-08
pi+1.98,1.980000000e+00,3.993420489e-06,5.532226450e-01,2.035003732e-08
pi+1.98,1.980000000e+00,3.996945132e-06,5.537109263e-01,1.992936382e-08
pi+1.98,1.980000000e+00,4.000469775e-06,5.541992075e-01,2.014871141e-08
pi+1.98,1.980000000e+00,4.003994418e-06,5.546874887e-01,2.004088840e-08
pi+1.98,1.980000000e+00,4.007519061e-06,5.551757700e-01,2.020424330e-08
pi+1.98,1.980000000e+00,4.011043704e-06,5.556640512e-01,1.991691501e-08
pi+1.98,1.980000000e+00,4.014568347e-06,5.561523325e-01,2.013734192e-08
pi+1.98,1.980000000e+00,4.018092990e-06,5.566406137e-01,2.026246304e-08
pi+1.98,1.980000000e+00,4.021617633e-06,5.571288949e-01,1.992385534e-08
pi+1.98,1.980000000e+00,4.025142276e-06,5.576171762e-01,2.020541679e-08
pi+1.98,1.980000000e+00,4.028666919e-06,5.581054574e-01,1.989925512e-08
pi+1.98,1.980000000e+00,4.032191562e-06,5.585937387e-01,2.020215227e-08
pi+1.98,1.980000000e+00,4.035716205e-06,5.590820199e-01,2.014595073e-08
pi+1.98,1.980000000e+00,4.039240848e-06,5.595703011e-01,2.009425239e-08
pi+1.98,1.980000000e+00,4.042765491e-06,5.600585824e-01,1.991895172e-08
pi+1.98,1.980000000e+00,4.046290134e-06,5.605468636e-01,2.020937068e-08
pi+1.98,1.980000000e+00,4.049814777e-06,5.610351449e-01,2.000869591e-08
pi+1.98,1.980000000e+00,4.053339420e-06,5.615234261e-01,2.026554365e-08
pi+1.98,1.980000000e+00,4.056864063e-06,5.620117073e-01,2.002496017e-08
pi+1.98,1.980000000e+00,4.060388706e-06,5.624999886e-01,2.010235535e-08
pi+1.98,1.980000000e+00,4.063913349e-06,5.629882698e-01,2.002354280e-08
pi+1.98,1.980000000e+00,4.067437992e-06,5.634765511e-01,2.014922209e-08
pi+1.98,1.980000000e+00,4.070962635e-06,5.639648323e-01,1.997809423e-08
pi+1.98,1.980000000e+00,4.074487278e-06,5.644531135e-01,2.010466691e-08
pi+1.98,1.980000000e+00,4.078011921e-06,5.649413948e-01,2.017501311e-08
pi+1.98,1.980000000e+00,4.081536564e-06,5.654296760e-01,2.017459619e-08
pi+1.98,1.980000000e+00,4.085061207e-06,5.659179573e-01,1.996859202e-08
pi+1.98,1.980000000e+00,4.088585850e-06,5.664062385e-01,2.016246168e-08
pi+1.98,1.980000000e+00,4.092110493e-06,5.668945197e-01,1.989868689e-08
pi+1.98,1.980000000e+00,4.095635136e-06,5.673828010e-01,2.024610219e-08
pi+1.98,1.980000000e+00,4.099159779e-06,5.678710822e-01,2.012971866e-08
pi+1.98,1.980000000e+00,4.102684422e-06,5.683593635e-01,2.013066840e-08
pi+1.98,1.980000000e+00,4.106209065e-06,5.688476447e-01,2.000769425e-08
